[0;34m📥 Dependency downloads[0m
2026-04-26T10:25:38.992-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:39.193-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:39.394-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:39.595-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:39.796-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:39.998-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Failed	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:39.998-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: failed	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:39.998-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: failed	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.067-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/candidate_base.go:277	Failed to read from candidate udp4 srflx 169.237.118.148:53123 related 0.0.0.0:53123 (resolved: 169.237.118.148:53123): read udp4 0.0.0.0:53123: i/o timeout	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.068-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Failed	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.068-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: failed	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.068-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: failed	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.195-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/candidate_base.go:277	Failed to read from candidate udp4 host 172.17.0.5:55238 (resolved: 172.17.0.5:55238): read udp 172.17.0.5:55238: i/o timeout	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.196-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Failed	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.196-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: failed	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.196-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: failed	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.238-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Failed	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.238-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: failed	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:40.239-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: failed	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:44.999-0700	INFO	livekit	rtc/participant.go:1392	participant closing	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "sendLeave": true, "reason": "PEER_CONNECTION_DISCONNECTED", "isExpectedToResume": false, "clientInfo": {}, "kind": "STANDARD", "sessionDuration": "20.159799418s"}
2026-04-26T10:25:45.001-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.001-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2784	Failed to start manager: connecting canceled by caller	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.001-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.001-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.001-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:1968	undeclaredMediaProcessor failed to open SrtpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.001-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2040	undeclaredMediaProcessor failed to open SrtcpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.002-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "SUBSCRIBER"}
2026-04-26T10:25:45.069-0700	INFO	livekit	rtc/participant.go:1392	participant closing	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "sendLeave": true, "reason": "PEER_CONNECTION_DISCONNECTED", "isExpectedToResume": false, "clientInfo": {}, "kind": "STANDARD", "sessionDuration": "20.132071589s"}
2026-04-26T10:25:45.070-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2784	Failed to start manager: connecting canceled by caller	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.070-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.070-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2040	undeclaredMediaProcessor failed to open SrtcpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.070-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:1968	undeclaredMediaProcessor failed to open SrtpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.070-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.070-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.071-0700	INFO	livekit.transport	rtc/transport.go:3014	ICE candidate pair stats	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "PUBLISHER", "stats": [{"state": "succeeded", "nominated": false, "local": "172.17.0.5:59364 udp type(host/), priority(2130706431)", "remote": "172.17.0.5:37385 udp type(host/), priority(2130706431)", "requestsSent": 8, "responsesReceived": 8, "requestsReceived": 7, "responsesSent": 7, "firstRequestSentAt": "2026-04-26T17:25:25.027Z", "lastRequestSentAt": "2026-04-26T17:25:25.048Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.028Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.049Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.028Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.048Z"}, {"state": "succeeded", "nominated": false, "local": "169.237.118.148:52339 udp type(srflx/), priority(1694498815)", "remote": "172.17.0.5:37385 udp type(host/), priority(2130706431)", "requestsSent": 3, "responsesReceived": 3, "reque
stsReceived": 2, "responsesSent": 2, "firstRequestSentAt": "2026-04-26T17:25:25.027Z", "lastRequestSentAt": "2026-04-26T17:25:25.032Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.030Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.035Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.031Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.032Z"}, {"state": "succeeded", "nominated": false, "local": "169.237.118.148:53123 udp type(srflx/), priority(1694498815)", "remote": "172.17.0.5:37385 udp type(host/), priority(2130706431)", "requestsSent": 2, "responsesReceived": 2, "requestsReceived": 1, "responsesSent": 1, "firstRequestSentAt": "2026-04-26T17:25:25.027Z", "lastRequestSentAt": "2026-04-26T17:25:25.032Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.031Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.035Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.032Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.032Z"}, {"state": "succeeded", "nominated": false, "local": "169.237.118.148:52307 udp type(s
rflx/), priority(1694498815)", "remote": "172.17.0.5:37385 udp type(host/), priority(2130706431)", "requestsSent": 4, "responsesReceived": 4, "requestsReceived": 3, "responsesSent": 3, "firstRequestSentAt": "2026-04-26T17:25:25.027Z", "lastRequestSentAt": "2026-04-26T17:25:25.032Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.028Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.035Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.028Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.032Z"}]}
2026-04-26T10:25:45.072-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_rh3DdFmeGjZc", "remote": false, "transport": "SUBSCRIBER"}
2026-04-26T10:25:45.197-0700	INFO	livekit	rtc/participant.go:1392	participant closing	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "sendLeave": true, "reason": "PEER_CONNECTION_DISCONNECTED", "isExpectedToResume": false, "clientInfo": {}, "kind": "STANDARD", "sessionDuration": "20.109514034s"}
2026-04-26T10:25:45.198-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2784	Failed to start manager: connecting canceled by caller	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.198-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.199-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.199-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.199-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:1968	undeclaredMediaProcessor failed to open SrtpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.199-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2040	undeclaredMediaProcessor failed to open SrtcpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.199-0700	INFO	livekit.transport	rtc/transport.go:3014	ICE candidate pair stats	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "PUBLISHER", "stats": [{"state": "succeeded", "nominated": false, "local": "169.237.118.148:52407 udp type(srflx/), priority(1694498815)", "remote": "172.17.0.5:34748 udp type(host/), priority(2130706431)", "requestsSent": 2, "responsesReceived": 2, "requestsReceived": 1, "responsesSent": 1, "firstRequestSentAt": "2026-04-26T17:25:25.116Z", "lastRequestSentAt": "2026-04-26T17:25:25.116Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.116Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.118Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.116Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.116Z"}, {"state": "failed", "nominated": false, "local": "169.237.118.148:54703 udp type(srflx/), priority(1694498815)", "remote": "172.17.0.5:34748 udp type(host/), priority(2130706431)", "requestsSent": 8, "responsesReceived": 0, "re
questsReceived": 0, "responsesSent": 0, "firstRequestSentAt": "2026-04-26T17:25:25.128Z", "lastRequestSentAt": "2026-04-26T17:25:26.359Z", "firstResponseReceivedAt": "1754-08-30T22:43:41.128Z", "lastResponseReceivedAt": "1754-08-30T22:43:41.128Z", "firstRequestReceivedAt": "1754-08-30T22:43:41.128Z", "lastRequestReceivedAt": "1754-08-30T22:43:41.128Z"}, {"state": "failed", "nominated": false, "local": "169.237.118.148:58928 udp type(srflx/), priority(1694498815)", "remote": "172.17.0.5:34748 udp type(host/), priority(2130706431)", "requestsSent": 8, "responsesReceived": 0, "requestsReceived": 0, "responsesSent": 0, "firstRequestSentAt": "2026-04-26T17:25:25.152Z", "lastRequestSentAt": "2026-04-26T17:25:26.560Z", "firstResponseReceivedAt": "1754-08-30T22:43:41.128Z", "lastResponseReceivedAt": "1754-08-30T22:43:41.128Z", "firstRequestReceivedAt": "1754-08-30T22:43:41.128Z", "lastRequestReceivedAt": "1754-08-30T22:43:41.128Z"}, {"state": "succeeded", "nominated": false, "local": "172.17.0.5:55238 udp type(host/)
, priority(2130706431)", "remote": "172.17.0.5:34748 udp type(host/), priority(2130706431)", "requestsSent": 4, "responsesReceived": 3, "requestsReceived": 3, "responsesSent": 3, "firstRequestSentAt": "2026-04-26T17:25:25.115Z", "lastRequestSentAt": "2026-04-26T17:25:25.121Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.116Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.121Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.116Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.121Z"}]}
2026-04-26T10:25:45.200-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_dsEUaCfaDrN9", "remote": false, "transport": "SUBSCRIBER"}
2026-04-26T10:25:45.239-0700	INFO	livekit	rtc/participant.go:1392	participant closing	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "sendLeave": true, "reason": "PEER_CONNECTION_DISCONNECTED", "isExpectedToResume": false, "clientInfo": {}, "kind": "STANDARD", "sessionDuration": "20.082986736s"}
2026-04-26T10:25:45.240-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2784	Failed to start manager: connecting canceled by caller	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.240-0700	INFO	livekit.transport.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.241-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:2040	undeclaredMediaProcessor failed to open SrtcpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.240-0700	WARN	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:1968	undeclaredMediaProcessor failed to open SrtpSession: the DTLS transport has not started yet	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.241-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.241-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:45.241-0700	INFO	livekit.transport	rtc/transport.go:3014	ICE candidate pair stats	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "PUBLISHER", "stats": [{"state": "succeeded", "nominated": false, "local": "172.17.0.5:53938 udp type(host/), priority(2130706431)", "remote": "172.17.0.5:58357 udp type(host/), priority(2130706431)", "requestsSent": 7, "responsesReceived": 7, "requestsReceived": 6, "responsesSent": 6, "firstRequestSentAt": "2026-04-26T17:25:25.180Z", "lastRequestSentAt": "2026-04-26T17:25:25.208Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.180Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.209Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.180Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.208Z"}, {"state": "succeeded", "nominated": false, "local": "169.237.118.148:58792 udp type(srflx/), priority(1694498815)", "remote": "172.17.0.5:58357 udp type(host/), priority(2130706431)", "requestsSent": 2, "responsesReceived": 2, "reque
stsReceived": 1, "responsesSent": 1, "firstRequestSentAt": "2026-04-26T17:25:25.184Z", "lastRequestSentAt": "2026-04-26T17:25:25.184Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.184Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.185Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.184Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.184Z"}, {"state": "succeeded", "nominated": false, "local": "169.237.118.148:53413 udp type(srflx/), priority(1694498815)", "remote": "172.17.0.5:58357 udp type(host/), priority(2130706431)", "requestsSent": 2, "responsesReceived": 2, "requestsReceived": 1, "responsesSent": 1, "firstRequestSentAt": "2026-04-26T17:25:25.195Z", "lastRequestSentAt": "2026-04-26T17:25:25.196Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.195Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.196Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.195Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.195Z"}, {"state": "succeeded", "nominated": false, "local": "169.237.118.148:53675 udp type(s
rflx/), priority(1694498815)", "remote": "172.17.0.5:58357 udp type(host/), priority(2130706431)", "requestsSent": 4, "responsesReceived": 4, "requestsReceived": 2, "responsesSent": 2, "firstRequestSentAt": "2026-04-26T17:25:25.183Z", "lastRequestSentAt": "2026-04-26T17:25:25.185Z", "firstResponseReceivedAt": "2026-04-26T17:25:25.184Z", "lastResponseReceivedAt": "2026-04-26T17:25:25.185Z", "firstRequestReceivedAt": "2026-04-26T17:25:25.184Z", "lastRequestReceivedAt": "2026-04-26T17:25:25.184Z"}]}
2026-04-26T10:25:45.242-0700	INFO	livekit.transport.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed	{"participant": "123", "participantID": "PA_F42Axt9GuctW", "remote": false, "transport": "SUBSCRIBER"}
2026-04-26T10:25:46.724-0700	INFO	livekit	rtc/transport.go:3002	negotiation failed	{"reason": "negotiation timed out", "localCurrent": {"type":"offer","sdp":"v=0\r\no=- 6551388001354849076 1777224331 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 53:63:24:C1:0E:05:87:69:D4:C9:5E:77:01:98:8F:6A:D9:E8:63:30:D4:F1:7B:9C:D6:C8:08:28:DE:D1:77:11\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:bRhFWLICfxpmgjGK\r\na=ice-pwd:uDGtadyxsVEuWPyxyOEeNQKSSlYBoZmO\r\na=candidate:4167977883 1 udp 2130706431 172.17.0.5 52836 typ host ufrag bRhFWLICfxpmgjGK\r\na=candidate:4167977883 2 udp 2130706431 172.17.0.5 52836 typ host ufrag bRhFWLICfxpmgjGK\r\na=end-of-candidates\r\n"}, "localPending": {"type":"offer","sdp":"v=0\r\no=- 6551388001354849076 1777224332 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=
fingerprint:sha-256 53:63:24:C1:0E:05:87:69:D4:C9:5E:77:01:98:8F:6A:D9:E8:63:30:D4:F1:7B:9C:D6:C8:08:28:DE:D1:77:11\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:bRhFWLICfxpmgjGK\r\na=ice-pwd:uDGtadyxsVEuWPyxyOEeNQKSSlYBoZmO\r\na=candidate:4167977883 1 udp 2130706431 172.17.0.5 52836 typ host ufrag bRhFWLICfxpmgjGK\r\na=candidate:4167977883 2 udp 2130706431 172.17.0.5 52836 typ host ufrag bRhFWLICfxpmgjGK\r\na=end-of-candidates\r\n"}, "remoteCurrent": {"type":"answer","sdp":"v=0\r\no=- 5416564477223446725 1777224331 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 2F:BF:9F:70:7F:E8:F3:54:C7:77:AF:00:A1:60:A5:19:7B:7A:FB:A4:21:9A:05:1B:16:1D:14:40:E9:2C:31:CA\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:
0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:1073741823\r\na=ice-ufrag:eLlUAJzPrsCwYhqG\r\na=ice-pwd:sflHMDwAlrLSJJeKeBMhrIjJEJkhimcF\r\n"}, "remotePending": null}
2026-04-26T10:25:46.733-0700	WARN	livekit	rtc/transport.go:937	error reading data channel	{"label": "_reliable", "error": "[0xc000c96908] abort chunk, with following errors: (User Initiated Abort: )"}
2026-04-26T10:25:46.733-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed
2026-04-26T10:25:46.733-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed
2026-04-26T10:25:46.733-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed
  [0;32m✅ TestNegotiationTiming[0;37m (140ms)[0m
2026-04-26T10:25:30.494-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-local-offer
    transport_test.go:524: got ICE candidate from A: udp4 host 172.17.0.5:47210 (resolved: 172.17.0.5:47210)
2026-04-26T10:25:30.555-0700	WARN	livekit.transport.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.	{"participant": "123", "participantID": "PA_G3uEA5opiiGo", "remote": false, "transport": "PUBLISHER"}
2026-04-26T10:25:30.612-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-remote-offer
2026-04-26T10:25:30.616-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Checking
2026-04-26T10:25:30.616-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: checking
2026-04-26T10:25:30.616-0700	WARN	livekit.pion.ice	v4@v4.2.2/agent.go:779	Failed to ping without candidate pairs. Connection is not possible yet.
2026-04-26T10:25:30.617-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connecting
2026-04-26T10:25:30.617-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable
2026-04-26T10:25:30.618-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to stable
    transport_test.go:532: got ICE candidate from B: udp4 host 172.17.0.5:53261 (resolved: 172.17.0.5:53261)
2026-04-26T10:25:30.618-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Checking
2026-04-26T10:25:30.619-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:291	signaling state changed to have-local-offer
2026-04-26T10:25:30.619-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: checking
2026-04-26T10:25:30.619-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: connecting
2026-04-26T10:25:30.622-0700	WARN	livekit.pion.pc	v4@v4.2.11/peerconnection.go:2784	Failed to start manager: connecting canceled by caller
2026-04-26T10:25:30.622-0700	WARN	livekit.pion.pc	v4@v4.2.11/peerconnection.go:1656	Failed to start SCTP: DTLS not established
2026-04-26T10:25:30.622-0700	INFO	livekit.pion.ice	v4@v4.2.2/agent.go:746	Setting new connection state: Closed
2026-04-26T10:25:30.622-0700	WARN	livekit.pion.pc	v4@v4.2.11/peerconnection.go:2040	undeclaredMediaProcessor failed to open SrtcpSession: the DTLS transport has not started yet
2026-04-26T10:25:30.622-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:526	peer connection state changed: closed
2026-04-26T10:25:30.622-0700	WARN	livekit.pion.pc	v4@v4.2.11/peerconnection.go:1968	undeclaredMediaProcessor failed to open SrtpSession: the DTLS transport has not started yet
2026-04-26T10:25:30.622-0700	INFO	livekit.pion.pc	v4@v4.2.11/peerconnection.go:512	ICE connection state changed: closed
