    Updating crates.io index
     Locking 404 packages to latest compatible versions
      Adding askama v0.15.6 (available: v0.16.0)
      Adding generic-array v0.14.7 (available: v0.14.9)
      Adding lru v0.16.4 (available: v0.18.0)
      Adding matchit v0.8.4 (available: v0.8.6)
      Adding opentelemetry v0.31.0 (available: v0.32.0)
      Adding sha2 v0.10.9 (available: v0.11.0)
 Downloading crates ...
  Downloaded actix-macros v0.2.4
  Downloaded actix-codec v0.5.2
  Downloaded actix-rt v2.11.0
  Downloaded actix-router v0.5.4
  Downloaded poem-derive v3.1.12
  Downloaded potential_utf v0.1.5
  Downloaded darling_core v0.23.0
  Downloaded ref-cast v1.0.25
  Downloaded chacha20 v0.10.0
  Downloaded scoped-tls v1.0.1
  Downloaded zerofrom-derive v0.1.7
  Downloaded uncased v0.9.10
  Downloaded yoke-derive v0.8.2
  Downloaded want v0.3.1
  Downloaded writeable v0.6.3
  Downloaded zerofrom v0.1.8
  Downloaded tokio-stream v0.1.18
  Downloaded zerovec-derive v0.11.3
  Downloaded zerocopy-derive v0.8.50
  Downloaded toml v0.8.23
  Downloaded synstructure v0.13.2
  Downloaded rand v0.10.1
  Downloaded unicode-xid v0.2.6
  Downloaded yoke v0.8.2
  Downloaded tungstenite v0.27.0
  Downloaded zerovec v0.11.6
  Downloaded rustc_version v0.4.1
  Downloaded autocfg v1.5.1
  Downloaded local-channel v0.1.5
  Downloaded num_cpus v1.17.0
  Downloaded idna_adapter v1.2.2
  Downloaded http-body v0.4.6
  Downloaded event-listener-strategy v0.5.4
  Downloaded num-conv v0.2.2
  Downloaded parking v2.2.1
  Downloaded warp v0.4.3
  Downloaded devise_core v0.4.2
  Downloaded async-task v4.7.1
  Downloaded async-channel v2.5.0
  Downloaded local-waker v0.1.4
  Downloaded heck v0.5.0
  Downloaded tokio-tungstenite v0.27.0
  Downloaded pear_codegen v0.2.9
  Downloaded impl-more v0.1.9
  Downloaded pear v0.2.9
  Downloaded iso8601 v0.6.3
  Downloaded litemap v0.8.2
  Downloaded phf v0.12.1
  Downloaded futures-lite v2.6.1
  Downloaded foldhash v0.2.0
  Downloaded inlinable_string v0.1.15
  Downloaded foldhash v0.1.5
  Downloaded getrandom v0.2.17
  Downloaded multer v3.1.0
  Downloaded icu_properties v2.2.0
  Downloaded cookie v0.18.1
  Downloaded iana-time-zone v0.1.65
  Downloaded rfc7239 v0.1.3
  Downloaded pin-project v1.1.13
  Downloaded language-tags v0.3.2
  Downloaded headers v0.4.1
  Downloaded jiff-static v0.2.28
  Downloaded state v0.6.0
  Downloaded icu_collections v2.2.0
  Downloaded nom v8.0.0
  Downloaded idna v1.1.0
  Downloaded hashbrown v0.16.1
  Downloaded http v0.2.12
  Downloaded icu_properties_data v2.2.0
  Downloaded chrono v0.4.44
  Downloaded actix-web v4.13.0
  Downloaded hyper v0.14.32
  Downloaded h2 v0.4.14
  Downloaded h2 v0.3.27
  Downloaded nix v0.30.1
  Downloaded derive_more-impl v2.1.1
  Downloaded askama_derive v0.15.6
  Downloaded icu_normalizer v2.2.0
  Downloaded futures v0.3.32
  Downloaded event-listener v5.4.1
  Downloaded icu_normalizer_data v2.2.0
  Downloaded icu_locale_core v2.2.0
  Downloaded figment v0.10.19
  Downloaded icu_provider v2.2.0
  Downloaded num-traits v0.2.19
  Downloaded email_address v0.2.9
  Downloaded allocator-api2 v0.2.21
  Downloaded displaydoc v0.2.6
  Downloaded convert_case v0.10.0
  Downloaded either v1.16.0
  Downloaded glob v0.3.3
  Downloaded futures-executor v0.3.32
  Downloaded headers-core v0.3.0
  Downloaded futures-io v0.3.32
  Downloaded darling_macro v0.23.0
  Downloaded async-stream-impl v0.3.6
  Downloaded async-stream v0.3.6
  Downloaded askama_macros v0.15.6
  Downloaded is-terminal v0.4.17
  Downloaded jiff v0.2.28
  Downloaded rocket v0.5.1
  Downloaded phf_shared v0.12.1
  Downloaded chrono-tz v0.10.4
  Downloaded rust_decimal v1.42.0
  Downloaded cfg_aliases v0.2.1
  Downloaded atomic v0.5.3
  Downloaded actix-ws v0.4.0
  Downloaded derive_more v2.1.1
  Downloaded stable_deref_trait v1.2.1
  Downloaded sha1 v0.11.0
  Downloaded serde_spanned v0.6.9
  Downloaded saa v5.6.0
  Downloaded poem v3.1.12
  Downloaded devise_codegen v0.4.2
  Downloaded time v0.3.47
  Downloaded scc v3.7.1
  Downloaded rocket_codegen v0.5.1
  Downloaded darling v0.23.0
  Downloaded bytestring v1.5.1
  Downloaded binascii v0.1.4
  Downloaded yansi v1.0.1
  Downloaded url v2.5.8
  Downloaded unicode-segmentation v1.13.3
  Downloaded toml_edit v0.25.12+spec-1.1.0
  Downloaded toml_edit v0.22.27
  Downloaded socket2 v0.5.10
  Downloaded sdd v4.8.6
  Downloaded regex-lite v0.1.9
  Downloaded zerotrie v0.2.4
  Downloaded zeroize v1.8.2
  Downloaded uuid v1.23.2
  Downloaded utf8_iter v1.0.4
  Downloaded rocket_http v0.5.1
  Downloaded rand v0.8.6
  Downloaded encoding_rs v0.8.35
  Downloaded devise v0.4.2
  Downloaded askama_parser v0.15.6
  Downloaded tinystr v0.8.3
  Downloaded arrayvec v0.7.6
  Downloaded wildmatch v2.6.1
  Downloaded ubyte v0.10.4
  Downloaded tracing-futures v0.2.5
  Downloaded time-macros v0.2.27
  Downloaded static_assertions_next v1.1.2
  Downloaded stable-pattern v0.1.0
  Downloaded rand_core v0.10.1
  Downloaded proc-macro-crate v3.5.0
  Downloaded strum v0.28.0
  Downloaded spin v0.9.8
  Downloaded semver v1.0.28
  Downloaded rustc-hash v2.1.2
  Downloaded ref-cast-impl v1.0.25
  Downloaded rand_chacha v0.3.1
  Downloaded proc-macro2-diagnostics v0.10.1
  Downloaded try-lock v0.2.5
  Downloaded deranged v0.5.8
  Downloaded actix-service v2.0.3
  Downloaded toml_datetime v0.6.11
  Downloaded strum_macros v0.28.0
  Downloaded signal-hook-registry v1.4.8
  Downloaded concurrent-queue v2.5.0
  Downloaded asynk-strim v0.1.5
  Downloaded async-trait v0.1.89
  Downloaded toml_write v0.1.2
  Downloaded time-core v0.1.8
  Downloaded secrecy v0.10.3
  Downloaded rand_core v0.6.4
  Downloaded pin-project-internal v1.1.13
  Downloaded blocking v1.6.2
  Downloaded actix-utils v3.0.1
  Downloaded piper v0.2.5
  Downloaded askama v0.15.6
  Downloaded actix-server v2.6.0
  Downloaded powerfmt v0.2.0
  Downloaded lru v0.16.4
  Downloaded actix-http v3.12.1
   Compiling proc-macro2 v1.0.106
   Compiling unicode-ident v1.0.24
   Compiling quote v1.0.45
   Compiling serde v1.0.228
   Compiling serde_core v1.0.228
   Compiling libc v0.2.186
   Compiling pin-project-lite v0.2.17
   Compiling memchr v2.8.1
   Compiling cfg-if v1.0.4
   Compiling version_check v0.9.5
   Compiling itoa v1.0.18
   Compiling futures-core v0.3.32
   Compiling smallvec v1.15.1
   Compiling log v0.4.30
